user_id,invocation_count,compute_seconds,chute_count,inv_share,compute_share
5b851cb1-755d-5ce0-9754-f63b091bca87,58519,31210.13,1,0.0018518670886075949,0.0001617535004355
2949a87c-3b3a-5d0a-9df5-3780128b9bc9,56891,30341.87,1,0.0018003481012658228,0.00015725351412833641
73c264cd-6388-59cf-b5b1-0503c88e8b42,51944,27703.47,1,0.0016437974683544303,0.00014357941568758813
af7fd5a0-e599-534d-b170-c0668daf3fa9,51186,27299.2,1,0.0016198101265822785,0.00014148421321779085
c86df895-1613-563c-b0ee-2844edcf239a,50130,27850.16,1,0.0015863924050632911,0.0001443396825483646
6be1c736-1cd9-5bb9-b85f-32a1db8b1e75,49674,26492.8,4,0.0015719620253164556,0.00013730486475560944
4b06ec6b-a9b3-5540-891b-6df93b50c340,46023,24545.6,1,0.0014564240506329115,0.00012721306499673094
8d4b2f95-37a4-5360-bccd-9eed425c846a,45777,2543.17,2,0.001448639240506329,1.3180530378750891e-05
40fd3d01-3413-5794-8fe7-74aac66f20d9,39314,20967.47,1,0.001244113924050633,0.0001086685882554776
9bd2d316-5a88-5030-9f08-9f3aa5faaf9c,38767,10337.87,1,0.0012268037974683544,5.357830748461273e-05
0bd8d59e-6ef9-5afb-b35e-97e2c79ea1ad,37801,20160.53,1,0.0011962341772151898,0.0001044864756739429
1632c4f9-6a82-5f32-b211-74bc7dcdc1c5,37748,1677.69,1,0.0011945569620253164,8.69499811235921e-06
43837414-2e8f-5102-ae24-cd409afddb51,37461,19979.2,1,0.0011854746835443038,0.00010354667509382275
1a80d0cf-13d6-50b2-88aa-9c160020723e,37203,1653.47,1,0.0011773101265822785,8.569493751315221e-06
73b9770c-9786-5802-9ff6-44c90cb09d8b,36006,19203.29,2,0.0011394303797468354,9.952535719169688e-05
27f0078a-05da-5d1f-b06b-8fd70a2f4d01,33135,17672.0,1,0.0010485759493670886,9.15890947714704e-05
0bc04f1b-3580-5be7-b685-82cffa70b4a1,32953,17574.93,1,0.0010428164556962026,9.108602504917079e-05
f5258436-f8d0-5252-a3b6-b8b7f060c881,29286,21859.04,1,0.0009267721518987342,0.00011328936657847563
27d663e6-8cd0-5669-8d6c-981dc1bb7cf6,26849,14319.47,1,0.0008496518987341772,7.421384051666067e-05
23f6e756-7fa7-57fa-886a-505c85ca0796,25286,13485.87,1,0.0008001898734177215,6.989352196746124e-05
7b29f430-eb95-579e-9bc8-a097cbe16edc,24197,17963.33,1,0.0007657278481012659,9.309899496826702e-05
7af29ef8-2f30-57e0-821f-5bb9b7c82253,24159,12884.8,2,0.0007645253164556962,6.677835945629825e-05
756abb48-0cd2-5fb9-a9e9-d8f33a77a75a,23376,12467.2,1,0.000739746835443038,6.461405400266859e-05
a90e9e08-12bd-5fa1-9690-7324f44600f9,21127,9032.53,2,0.0006685759493670887,4.681312536744168e-05
1a98f41c-867c-566e-8a4d-deff7619a6f3,17957,9577.07,1,0.0005682594936708861,4.963529122716527e-05
124ad796-d022-58ae-be2e-9d3da35aadf1,17416,9288.53,1,0.0005511392405063291,4.81399026570329e-05
e898c7f2-e9c3-56d7-84d2-2111e2854d3c,17281,9216.53,3,0.0005468670886075949,4.776674654433813e-05
c3e54b63-b18e-5a95-b7fa-3446487de56a,16143,8609.6,1,0.0005108544303797469,4.4621178720288906e-05
b574bb43-0106-5235-8cdc-b86aea12dbfb,16059,8564.8,3,0.0005081962025316456,4.4388992694612156e-05
acbee5b0-7539-51a3-a670-3e977f881661,13949,7439.47,1,0.0004414240506329114,3.855670085915395e-05
49e4f33f-c950-5fb9-9128-8103d3047227,13050,6960.0,1,0.0004129746835443038,3.607175756053789e-05
35125b96-2dde-59fa-815d-47051018c514,12397,6611.73,1,0.0003923101265822785,3.426678762283345e-05
b34b1109-44c9-53ed-b70c-c6e8be0185f7,11647,6211.73,2,0.00036857594936708863,3.219369810785898e-05
7beca469-aa61-587c-a77e-1f51aec86e0d,9790,5221.33,1,0.0003098101265822785,2.706072846878219e-05
6dce73db-a064-5602-91b3-cf120e7f7cd6,9317,4969.07,1,0.00029484177215189874,2.5753300014671623e-05
1a19d745-96df-5076-afb3-6befacd4d999,7663,5922.13,4,0.0002425,3.069278129901551e-05
10fe3678-3dad-525a-8c1c-46104aac8ee0,6911,3685.87,1,0.00021870253164556962,1.910282885063534e-05
f0be376b-cf18-596a-8049-fa43be70c66a,6623,3532.27,1,0.0002095886075949367,1.8306762476885822e-05
a4ad5ddd-e88c-52a5-b928-578ad591a8e5,6569,3503.47,2,0.00020787974683544305,1.8157500031807788e-05
4f155183-5733-5060-944c-1e988e5ef7d1,5266,2808.53,1,0.00016664556962025316,1.455585251446188e-05
4b1511c3-8195-54c4-aedf-d6bed8d51f6d,4687,4999.47,1,0.00014832278481012658,2.591085481780591e-05
1679bb83-314e-58b3-addf-20f803370667,4487,2393.07,1,0.00014199367088607595,1.2402603538243566e-05
89d32661-e5f9-5547-ba2e-4eb9818feda4,2869,1530.13,1,9.079113924050632e-05,7.930258424609123e-06
0c0a5cb9-1354-56b5-885a-4bc3d3f6491b,2537,112.76,9,8.028481012658228e-05,5.843808999429322e-07
bf72d170-ed1b-5073-808f-0f3709291f2d,2367,2524.8,1,7.490506329113925e-05,1.3085341018508123e-05
3349062a-3d98-5b0c-89b4-657561cf6dcd,2147,572.53,1,6.794303797468355e-05,2.967282125764368e-06
08529d3c-6a76-5c6a-8190-bdb4359e0795,1578,841.6,1,4.99367088607595e-05,4.361780339502778e-06
88356f62-0a66-5148-811b-37ea95c97142,1260,56.0,3,3.9873417721518985e-05,2.902325320961938e-07
7f680ad5-4114-5908-a2fe-481aab07cbf5,1038,46.13,6,3.284810126582278e-05,2.390963240601978e-07
8baddea0-3891-5c6b-b02b-3567eb38ca03,587,276.29,4,1.8575949367088606e-05,1.4319297309454212e-06
0d853515-5b0c-5a39-945d-e0652137da8b,582,27.67,1,1.841772151898734e-05,1.433886914522874e-07
c4c6ff08-488b-512b-87ad-c451b015a602,271,12.04,9,8.575949367088607e-06,6.242302872862585e-08
cd1a04e5-747b-5428-b842-3b756baa584b,249,13.83,1,7.879746835443039e-06,7.169434572614315e-08
d9ed2aef-c234-57f3-bb9b-abce03d48512,215,9.56,6,6.8037974683544305e-06,4.9523805079906125e-08
478d5b51-38c1-5c4d-a329-694d974f8581,205,11.39,1,6.4873417721518985e-06,5.902546535686485e-08
ac8aaeb0-d6bb-5e6c-9d53-d7c8a45e9337,197,8.76,4,6.234177215189873e-06,4.53776260499605e-08
a44b95c4-39f5-59b7-97dc-0faa051c9aaa,145,38.67,3,4.588607594936709e-06,2.0039865311403896e-07
abb51d41-699e-5c9d-bce7-cfd016a620bc,137,36.54,1,4.3354430379746835e-06,1.8936691606525514e-07
217af74d-f0fb-56eb-a856-750a7d841d32,127,7.06,1,4.0189873417721515e-06,3.656699561132604e-08
3b2b183b-8816-5943-8c84-2a1140eeb824,124,5.51,4,3.924050632911392e-06,2.8562566650736572e-08
63207e7e-7bf3-5af8-ae34-46c4527a3807,123,5.47,5,3.892405063291139e-06,2.8332223371295146e-08
bd780fcb-6484-591a-97e7-0a0a131785f1,122,5.42,5,3.860759493670886e-06,2.8101880091853722e-08
0f9955a6-a0ca-5e19-bf9c-54945ae17205,120,6.67,2,3.79746835443038e-06,3.4551491916213586e-08
168d5ca9-b6ca-5506-94ab-97ee129deb4f,120,5.33,1,3.79746835443038e-06,2.7641193532970876e-08
200a242b-b81e-5cc6-92f8-83c3b1f1f36d,120,6.67,1,3.79746835443038e-06,3.4551491916213586e-08
749d19c9-1e4b-516e-a3df-694fdb5976ab,118,6.56,1,3.7341772151898732e-06,3.3975633717610023e-08
4cec6eb9-a6a9-55d4-9cde-b0366c7f23d7,117,5.2,1,3.7025316455696204e-06,2.6950163694646607e-08
e53d8c93-6f30-5674-a437-b972b0db225a,116,5.16,1,3.670886075949367e-06,2.671982041520518e-08
548a9353-89ca-545b-b922-dfc10cad5bab,113,5.02,2,3.5759493670886077e-06,2.602879057688091e-08
8673a1ad-2f32-5d3f-b8a9-fbf0231d0d55,111,6.17,1,3.512658227848101e-06,3.196013002249757e-08
cff133fa-2b0d-50d9-aa0b-c4b8cd4af2ff,111,4.93,2,3.512658227848101e-06,2.5568104017998065e-08
0dbdea09-d8d4-5868-9300-79b33123d0af,102,5.67,1,3.227848101265823e-06,2.9368768128781555e-08
67abe913-6f62-58ca-ac18-3938aa097eaf,94,5.22,5,2.9746835443037974e-06,2.7065335334367317e-08
8e6b2c9d-1e8c-5358-91a6-b4334f2237c7,88,3.91,3,2.7848101265822785e-06,2.027020859084532e-08
04fad49b-121a-520c-808d-c682c0df40c0,88,4.89,1,2.7848101265822785e-06,2.533776073855664e-08
71cac9c1-6763-5569-828d-cc7efebe547d,83,3.69,1,2.6265822784810125e-06,1.91184921936382e-08
6d02e474-c6b0-5a8b-85da-354ab322f716,80,3.56,1,2.531645569620253e-06,1.8427462355313932e-08
5c10e59f-ae7c-519f-bc0c-a7f2ca25474f,76,3.38,1,2.4050632911392403e-06,1.7506089237548236e-08
1e53f011-f655-52ab-bd47-9e14135fdc70,73,19.47,2,2.310126582278481e-06,1.0089035639534395e-07
e97177fb-be6d-5e8a-bf12-107a259df214,69,3.07,9,2.183544303797468e-06,1.589368628145827e-08
a8aaebb8-b01b-5f0e-b321-e61c184b69c0,67,2.98,2,2.120253164556962e-06,1.5432999722575425e-08
c056b5ec-459d-56fc-9865-bd5ce64f2caa,66,2.93,1,2.0886075949367088e-06,1.5202656443134e-08
1c95ceea-4f5a-5457-8d1b-bbd17b099bcb,64,2.84,2,2.0253164556962026e-06,1.4741969884251154e-08
34e0521f-7efb-5c76-a9cc-461892cf77fe,60,2.67,1,1.89873417721519e-06,1.382059676648546e-08
dc95beb9-429f-5f01-92a5-ec4f66975da2,58,3.22,1,1.8354430379746835e-06,1.669988775950325e-08
d87f5917-981e-5715-967f-20dc96fe72e4,57,16.23,1,1.8037974683544305e-06,8.41328828160002e-08
7aaed5a3-33f8-52a9-8c6a-d47d70a8ed89,52,2.31,3,1.6455696202531645e-06,1.197785053095407e-08
fb6f2fb3-23e9-59ec-af0b-96af4825f364,51,2.27,1,1.6139240506329114e-06,1.1747507251512647e-08
8d79c5d4-2cde-5ba1-97c5-b7d926f4b0a0,51,26.54,3,1.6139240506329114e-06,1.375725236463907e-07
b87d7899-8a6f-59ae-b16e-96c50a9baccd,44,1.96,1,1.3924050632911392e-06,1.013510429542268e-08
4e57f45a-9e78-519e-8e8f-efb7dd47df89,42,1.87,1,1.3291139240506329e-06,9.67441773653983e-09
55866453-9cd6-53a1-8461-5c2779cc5606,40,2.01,4,1.2658227848101265e-06,1.0423033394724463e-08
c0657ff2-372d-595a-8516-978cf58a6aeb,40,1.78,2,1.2658227848101265e-06,9.21373117765698e-09
340a6c39-72e3-578d-ab0f-7efa879c4136,37,2.06,1,1.170886075949367e-06,1.0653376674165881e-08
285020b9-c610-548e-bd11-5d25b1ec656f,33,2.96,5,1.0443037974683544e-06,1.5317828082854715e-08
d2298ba9-bb4b-56cb-8115-bb68d4710616,22,0.98,1,6.962025316455696e-07,5.067552147711335e-09
5fcc0a48-ca4c-55d5-ab3b-7cb07fcb25ca,15,4.0,1,4.746835443037975e-07,2.0730895149728196e-08
7bd3edf9-0a30-5621-b7b3-baf8d785e90b,13,0.58,1,4.113924050632911e-07,2.9944626327385174e-09
44b90d44-3d76-5a35-b285-ec116846115a,12,7.33,1,3.79746835443038e-07,3.800664110783503e-08
a5672e61-3893-5ed5-922d-26d997abf4f2,11,0.61,1,3.481012658227848e-07,3.167220092319587e-09
06c7f4fa-322a-50d8-b875-fd791c9221d5,11,0.49,2,3.481012658227848e-07,2.533776073855669e-09
e422c407-3326-5d7d-88a5-b28e09de0990,4,2.13,2,1.2658227848101266e-07,1.1056477413188372e-08
92973ee0-d635-5d95-9da2-82c56929d50c,3,0.33,1,9.49367088607595e-08,1.7275745958106833e-09
61598111-1f8c-57fa-9cba-e77c7b3f6ea9,3,0.13,1,9.49367088607595e-08,6.910298383242733e-10
9987eee7-d999-5f63-8891-2a949be4e0c7,3,0.8,1,9.49367088607595e-08,4.14617902994564e-09
5bf8a979-ea71-54bf-8644-26a3411a3b58,2,0.67,2,6.329113924050633e-08,3.455149191621367e-09
9597afa8-1a93-5c5c-9bb0-6292ad14c61a,2,0.11,1,6.329113924050633e-08,5.758581986035611e-10
